Identified Proteins (1228)	Accession Number	Molecular Weight	Protein Grouping Ambiguity	Galpha8
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217591 PE=4 SV=1	tr|Q554M4|Q554M4_DICDI	21 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206285 PE=4 SV=1	tr|Q54XI0|Q54XI0_DICDI	160 kDa		2
Ribonucleoside-diphosphate reductase large subunit OS=Dictyostelium discoideum GN=rnrA PE=3 SV=1	sp|Q54Q71|RIR1_DICDI	98 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201928 PE=4 SV=1	tr|Q55CJ5|Q55CJ5_DICDI	119 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184090 PE=4 SV=1	tr|Q54E30|Q54E30_DICDI	36 kDa	TRUE	3
Amidophosphoribosyltransferase OS=Dictyostelium discoideum GN=purF PE=3 SV=1	sp|Q86A85|PUR1_DICDI	57 kDa		0
DEAD/DEAH box helicase OS=Dictyostelium discoideum GN=uap56 PE=4 SV=1	tr|Q55CR6|Q55CR6_DICDI	48 kDa	TRUE	0
Gelsolin-related protein of 125 kDa OS=Dictyostelium discoideum GN=gnrA PE=1 SV=1	sp|O96923|GNRA_DICDI	125 kDa		0
Alkaline phosphatase OS=Dictyostelium discoideum GN=alp PE=3 SV=1	tr|Q54Y02|Q54Y02_DICDI	61 kDa		2
Coiled-coil domain-containing protein 93 homolog OS=Dictyostelium discoideum GN=DDB_G0292680 PE=3 SV=1	sp|Q54CV3|CCD93_DICDI	74 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205633 PE=4 SV=1	tr|Q54TT8|Q54TT8_DICDI	132 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206412 PE=4 SV=1	tr|Q54VS8|Q54VS8_DICDI	101 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184469 PE=3 SV=1	tr|Q54D03|Q54D03_DICDI	32 kDa		3
50S ribosomal protein L6.	sp|P0AG55|RL6_ECOLI	19 kDa		0
Putative protein disulfide-isomerase DDB_G0275025 OS=Dictyostelium discoideum GN=DDB_G0275025 PE=1 SV=1	sp|Q869Z0|Y5025_DICDI	47 kDa		5
Phosphoglucomutase-1 OS=Dictyostelium discoideum GN=pgmA PE=2 SV=1	sp|Q23919|PGM1_DICDI	63 kDa		0
Inositol monophosphatase OS=Dictyostelium discoideum GN=impa1 PE=3 SV=1	sp|Q54U72|IMPA1_DICDI	30 kDa		3
NADH-ubiquinone oxidoreductase subunit 9 OS=Dictyostelium discoideum GN=nad9 PE=3 SV=1	sp|Q2LCR4|NDUS3_DICCI	25 kDa		3
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_G0289059 PE=4 SV=2	tr|Q54I22|Q54I22_DICDI	37 kDa		6
RuvB-like helicase 2 OS=Dictyostelium discoideum GN=rvb2 PE=3 SV=1	sp|Q54UW5|RUVB2_DICDI	52 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185382 PE=3 SV=1	tr|Q54RH6|Q54RH6_DICDI	59 kDa	TRUE	0
Methyltransferase type 11 domain-containing protein OS=Dictyostelium discoideum GN=DDB_0187734 PE=1 SV=1	tr|Q54JJ5|Q54JJ5_DICDI	29 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183829 PE=4 SV=1	tr|Q54EU0|Q54EU0_DICDI	46 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189002 PE=4 SV=1	tr|Q54FR8|Q54FR8_DICDI	92 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205464 PE=4 SV=1	tr|Q54Y28|Q54Y28_DICDI	93 kDa		0
Eukaryotic translation initiation factor 5B OS=Dictyostelium discoideum GN=eif5b PE=3 SV=1	rsp|Q54XP6|IF2P_DICDI	116 kDa		4
Protein pkiA OS=Dictyostelium discoideum GN=pkiA PE=1 SV=2	sp|Q23921|PKIA_DICDI	14 kDa	TRUE	0
Vacuolin-A OS=Dictyostelium discoideum GN=vacA PE=1 SV=1	sp|O15706|VACA_DICDI	66 kDa		0
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Dictyostelium discoideum GN=ndufs4 PE=3 SV=2"	sp|Q8T1V6|NDUS4_DICDI	22 kDa		2
60S ribosomal protein L28 OS=Dictyostelium discoideum GN=rpl28 PE=2 SV=1	sp|Q9GS21|RL28_DICDI	14 kDa		0
Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog OS=Dictyostelium discoideum GN=phyhd1 PE=3 SV=1	sp|Q54XH6|PHYD1_DICDI	32 kDa	TRUE	5
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0168497 PE=4 SV=1	tr|Q75JE7|Q75JE7_DICDI	38 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190749 PE=4 SV=1	tr|Q55CK0|Q55CK0_DICDI	31 kDa		3
Putative ras-related protein Rab-5B OS=Dictyostelium discoideum GN=rab5B PE=5 SV=1	sp|Q54RX9|RAB5B_DICDI	23 kDa		0
Coatomer subunit beta OS=Dictyostelium discoideum GN=copb PE=2 SV=2	sp|Q23924|COPB_DICDI	103 kDa	TRUE	0
Eukaryotic initiation factor 4A OS=Dictyostelium discoideum GN=tifA PE=3 SV=1	sp|Q55D61|IF4A_DICDI	46 kDa	TRUE	0
Protein MEMO1 homolog OS=Dictyostelium discoideum GN=memo1 PE=3 SV=1	sp|Q54NZ1|MEMO1_DICDI	33 kDa	TRUE	4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167972 PE=4 SV=1	tr|Q556I6|Q556I6_DICDI	61 kDa		5
Ras-related protein Rab-6 OS=Dictyostelium discoideum GN=rab6 PE=3 SV=1	sp|Q55FK2|RAB6_DICDI	23 kDa		4
Myosin IE heavy chain OS=Dictyostelium discoideum GN=myoE PE=1 SV=2	sp|Q03479|MYOE_DICDI	115 kDa	TRUE	0
Protein recA (Recombinase A).	sp|P0A7G6|RECA_ECOLI	38 kDa		0
60S acidic ribosomal protein P2 OS=Dictyostelium discoideum GN=rplp2 PE=1 SV=3	sp|P22683|RLA2_DICDI	11 kDa	TRUE	0
Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Dictyostelium discoideum GN=fntA PE=3 SV=1	sp|Q54RT9|FNTA_DICDI	38 kDa		4
WASH complex subunit strumpellin homolog OS=Dictyostelium discoideum GN=DDB_G0288569 PE=1 SV=1	sp|Q54IR8|STRUM_DICDI	135 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167453 PE=4 SV=1	tr|Q86I17|Q86I17_DICDI	31 kDa		3
Neutral ceramidase A OS=Dictyostelium discoideum GN=dcd2A PE=1 SV=1	sp|Q54BK2|NCSEA_DICDI	78 kDa	TRUE	3
NAD-dependent epimerase/dehydratase family protein OS=Dictyostelium discoideum GN=DDB_0169112 PE=1 SV=1	tr|Q86AQ3|Q86AQ3_DICDI	37 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190529 PE=4 SV=1	tr|Q55D79|Q55D79_DICDI	67 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216797 PE=4 SV=1	tr|Q55BE3|Q55BE3_DICDI	28 kDa		6
60S ribosomal protein L27a OS=Dictyostelium discoideum GN=rpl27a PE=3 SV=1	sp|P48160|RL27A_DICDI	16 kDa		0
COMM domain-containing protein 1 OS=Dictyostelium discoideum GN=commd1 PE=4 SV=1	sp|Q54DR0|COMD1_DICDI	22 kDa		7
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189329 PE=4 SV=1	tr|Q55GV0|Q55GV0_DICDI	55 kDa	TRUE	3
"Probable arginyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=argS1 PE=3 SV=1"	sp|Q558Z0|SYRC_DICDI	67 kDa	TRUE	0
Actin-related protein 2/3 complex subunit 5 OS=Dictyostelium discoideum GN=arcE PE=1 SV=1	sp|O96626|ARPC5_DICDI	15 kDa		0
Phospholipase D Z OS=Dictyostelium discoideum GN=pldZ PE=3 SV=1	sp|Q54SA1|PLDZ_DICDI	47 kDa		6
"Fructose-1,6-bisphosphatase OS=Dictyostelium discoideum GN=fbp PE=3 SV=1"	sp|Q6RYT0|F16P_DICDI	38 kDa		8
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191909 PE=4 SV=1	tr|Q54BW3|Q54BW3_DICDI	48 kDa		6
Transmembrane protein OS=Dictyostelium discoideum GN=DDB_0188033 PE=4 SV=1	tr|Q54IN0|Q54IN0_DICDI	24 kDa		5
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=rae1 PE=4 SV=1	tr|Q54QH0|Q54QH0_DICDI	38 kDa		3
DEAD/DEAH box helicase OS=Dictyostelium discoideum GN=dhx57 PE=4 SV=1	tr|Q55GT9|Q55GT9_DICDI	164 kDa	TRUE	0
Probable phosphoglucomutase-2 OS=Dictyostelium discoideum GN=pgmB PE=3 SV=1	sp|Q54UQ2|PGM2_DICDI	68 kDa		0
Coatomer subunit delta OS=Dictyostelium discoideum GN=copd PE=3 SV=1	sp|Q55EZ6|COPD_DICDI	60 kDa		0
Copine-C OS=Dictyostelium discoideum GN=cpnC PE=2 SV=1	sp|Q54P51|CPNC_DICDI	60 kDa	TRUE	6
Calponin homology domain-containing protein DDB_G0272472 OS=Dictyostelium discoideum GN=DDB_G0272472 PE=4 SV=1	sp|Q75JP5|Y2471_DICDI	174 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189671 PE=4 SV=1	tr|Q55FU1|Q55FU1_DICDI	31 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185424 PE=4 SV=1	tr|Q54RB5|Q54RB5_DICDI	29 kDa		3
Probable oligoribonuclease OS=Dictyostelium discoideum GN=rexo2-1 PE=3 SV=1	sp|Q556Y2|ORN_DICDI	22 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168996 PE=4 SV=1	tr|Q86L27|Q86L27_DICDI	44 kDa		3
Protein dcd1A OS=Dictyostelium discoideum GN=dcd1A PE=2 SV=1	sp|Q55BZ5|DCD1A_DICDI	49 kDa		3
26S protease regulatory subunit 7 OS=Dictyostelium discoideum GN=psmC2 PE=1 SV=1	sp|Q86JA1|PRS7_DICDI	47 kDa	TRUE	0
Cell surface glycoprotein gp138A OS=Dictyostelium discoideum GN=GP138A PE=1 SV=1	sp|P34115|G13A_DICDI	81 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168584 PE=4 SV=2	tr|Q8T2J5|Q8T2J5_DICDI	66 kDa		2
"Peptidase M41, FtsH domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0284249 PE=4 SV=1"	tr|Q54PX1|Q54PX1_DICDI	86 kDa	TRUE	3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203503 PE=1 SV=1	tr|Q552D1|Q552D1_DICDI	57 kDa		3
Lysosome membrane protein 2-A OS=Dictyostelium discoideum GN=lmpA PE=1 SV=1	sp|Q9XYS8|LMPA_DICDI	88 kDa		2
"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Dictyostelium discoideum GN=hibch PE=3 SV=1"	sp|Q55GS6|HIBCH_DICDI	43 kDa	TRUE	6
Calcium up-regulated protein C OS=Dictyostelium discoideum GN=cupC PE=2 SV=1	sp|Q7Z202|CUPC_DICDI	85 kDa	TRUE	12
Centractin OS=Dictyostelium discoideum GN=arpA PE=1 SV=1	sp|Q54I79|ACTY_DICDI	43 kDa	TRUE	3
Putative uncharacterized protein DDB_G0288137 OS=Dictyostelium discoideum GN=DDB_G0288137 PE=4 SV=1	sp|Q54JD2|Y8137_DICDI	36 kDa		0
Tetratricopeptide-like helical domain-containing protein OS=Dictyostelium discoideum GN=ppiD PE=4 SV=1	tr|Q54QS2|Q54QS2_DICDI	39 kDa	TRUE	2
Sucraseferredoxin-like family protein OS=Dictyostelium discoideum GN=DDB_0191047 PE=4 SV=1	tr|Q55BP2|Q55BP2_DICDI	36 kDa		7
RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0279539 PE=4 SV=1	tr|B0G128|B0G128_DICDI	42 kDa		0
Electron transfer flavoprotein subunit beta OS=Dictyostelium discoideum GN=etfb PE=3 SV=1	sp|Q54YZ4|ETFB_DICDI	27 kDa		2
Cytidylate kinase OS=Dictyostelium discoideum GN=pyrK PE=1 SV=2	sp|P20425|KCY_DICDI	22 kDa		0
Phenylalanyl-tRNA synthetase alpha chain OS=Dictyostelium discoideum GN=pheSA PE=3 SV=1	sp|Q54KS8|SYFA_DICDI	56 kDa		3
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=bkdA PE=3 SV=1"	sp|Q54M22|ODBA_DICDI	50 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184446 PE=4 SV=1	tr|Q54D27|Q54D27_DICDI	40 kDa		3
Hisactophilin-1 OS=Dictyostelium discoideum GN=hatA PE=1 SV=3	sp|P13231|HATA_DICDI	13 kDa		0
Protein NipSnap homolog OS=Dictyostelium discoideum GN=nipsnap PE=3 SV=1	sp|Q54I58|NIPSN_DICDI	26 kDa		4
Ras-related protein rapB OS=Dictyostelium discoideum GN=rapB PE=3 SV=1	sp|Q86L51|RAPB_DICDI	23 kDa	TRUE	4
Beta-lactamase family protein OS=Dictyostelium discoideum GN=DDB_G0294597 PE=4 SV=1	tr|B0G0Z7|B0G0Z7_DICDI	49 kDa		3
SH3 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0274805 PE=4 SV=1	tr|C7FZZ0|C7FZZ0_DICDI	40 kDa		0
Enoyl-CoA hydratase/isomerase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0187604 PE=4 SV=1	tr|Q54JY1|Q54JY1_DICDI	48 kDa		4
COMM domain-containing protein 5 OS=Dictyostelium discoideum GN=commd5 PE=4 SV=1	sp|Q86IW8|COMD5_DICDI	24 kDa		5
RasGTPase-activating protein OS=Dictyostelium discoideum GN=DG1112 PE=4 SV=1	tr|Q869U6|Q869U6_DICDI	121 kDa	TRUE	0
Cathepsin B OS=Dictyostelium discoideum GN=ctsB PE=3 SV=1	sp|Q54QD9|CTSB_DICDI	34 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167952 PE=4 SV=1	tr|Q556G9|Q556G9_DICDI	46 kDa		0
Ras-related protein Rab-5A OS=Dictyostelium discoideum GN=rab5A PE=3 SV=1	sp|Q86JP3|RAB5A_DICDI	22 kDa		0
Probable GH family 25 lysozyme 5 OS=Dictyostelium discoideum GN=DDB_G0293566 PE=3 SV=1	sp|Q54BL8|LYSG5_DICDI	25 kDa		2
Protein LTV1 homolog OS=Dictyostelium discoideum GN=ltv1 PE=3 SV=2	sp|Q8T1D4|LTV1_DICDI	58 kDa		2
Ribosome maturation protein SBDS OS=Dictyostelium discoideum GN=sbds PE=3 SV=2	sp|Q86KZ5|SBDS_DICDI	31 kDa		0
Protein phosphatase 2C-related protein OS=Dictyostelium discoideum GN=DDB_0206356 PE=4 SV=1	tr|Q54VY2|Q54VY2_DICDI	57 kDa		2
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0270718 PE=4 SV=1	tr|C7FZX1|C7FZX1_DICDI	158 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186662 PE=4 SV=1	tr|Q54MS4|Q54MS4_DICDI	109 kDa		2
Phox domain-containing protein OS=Dictyostelium discoideum GN=vps5 PE=1 SV=1	tr|Q86IF6|Q86IF6_DICDI	62 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191851 PE=4 SV=1	tr|Q54C48|Q54C48_DICDI	78 kDa		0
Phosphoglycerate kinase (EC 2.7.2.3).	sp|P0A799|PGK_ECOLI	41 kDa		0
FK506-binding protein 4 OS=Dictyostelium discoideum GN=fkbp4 PE=1 SV=1	sp|Q54NB6|FKBP4_DICDI	40 kDa	TRUE	0
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_0186098 PE=4 SV=1	tr|Q54PE3|Q54PE3_DICDI	164 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202072 PE=4 SV=1	tr|Q55GT0|Q55GT0_DICDI	76 kDa	TRUE	0
Glutamate-rich WD repeat-containing protein 1 OS=Dictyostelium discoideum GN=grwd1 PE=3 SV=1	sp|Q54ED4|GRWD1_DICDI	55 kDa		4
Putative calcium up-regulated protein H OS=Dictyostelium discoideum GN=cupH PE=3 SV=1	sp|Q54FW5|CUPH_DICDI	85 kDa	TRUE	19
DNA gyrase subunit B (EC 5.99.1.3).	sp|P0AES6|GYRB_ECOLI	90 kDa		0
"Ribosomal protein L3, mitochondrial OS=Dictyostelium discoideum GN=mrpl3 PE=3 SV=1"	tr|Q54I61|Q54I61_DICDI	39 kDa		0
Ras-related protein Rab-32A OS=Dictyostelium discoideum GN=rab32A PE=1 SV=1	sp|Q54QR3|RB32A_DICDI	25 kDa	TRUE	0
Eukaryotic translation initiation factor 4E OS=Dictyostelium discoideum GN=eif4e PE=3 SV=1	sp|Q55FE0|IF4E_DICDI	29 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204139 PE=1 SV=1	tr|Q54U38|Q54U38_DICDI	30 kDa	TRUE	3
Signal recognition particle subunit SRP68 OS=Dictyostelium discoideum GN=srp68 PE=3 SV=1	sp|Q1ZXE8|SRP68_DICDI	71 kDa	TRUE	0
Zinc-containing alcohol dehydrogenase OS=Dictyostelium discoideum GN=DDB_0168737 PE=4 SV=1	tr|Q75JW6|Q75JW6_DICDI	35 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0219348 PE=4 SV=1	tr|Q54IW4|Q54IW4_DICDI	75 kDa		0
FK506-binding protein 1 OS=Dictyostelium discoideum GN=fkbp1 PE=3 SV=1	sp|Q554J3|FKBP1_DICDI	11 kDa		0
60S ribosomal protein L23 OS=Dictyostelium discoideum GN=rpl23 PE=3 SV=1	sp|Q54G86|RL23_DICDI	15 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183916 PE=4 SV=1	tr|Q54EK3|Q54EK3_DICDI	125 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201900 PE=4 SV=1	tr|Q55CT9|Q55CT9_DICDI	34 kDa		3
NEDD8-activating enzyme E1 catalytic subunit OS=Dictyostelium discoideum GN=uba3 PE=3 SV=1	sp|Q54QG9|UBA3_DICDI	49 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191014 PE=4 SV=1	tr|Q55BS7|Q55BS7_DICDI	26 kDa		3
PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1	sp|Q55G75|Y7786_DICDI	61 kDa		3
GCN5-related N-acetyltransferase OS=Dictyostelium discoideum GN=DDB_0219556 PE=4 SV=1	tr|Q54G61|Q54G61_DICDI	36 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204678 PE=4 SV=1	tr|Q54TE4|Q54TE4_DICDI	17 kDa		3
"Peptidyl-prolyl cis-trans isomerase D, mitochondrial OS=Dictyostelium discoideum GN=cypD PE=1 SV=1"	sp|Q9UA41|PPID_DICDI	19 kDa	TRUE	3
30S ribosomal protein S4.	sp|P0A7V8|RS4_ECOLI	23 kDa	TRUE	2
40S ribosomal protein S15 OS=Dictyostelium discoideum GN=rps15 PE=3 SV=1	sp|Q54N17|RS15_DICDI	16 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186941 PE=4 SV=1	tr|Q54LW1|Q54LW1_DICDI	27 kDa		2
"DNA-directed RNA polymerases I, II, and III subunit rpabc1 OS=Dictyostelium discoideum GN=polr2e PE=3 SV=2"	sp|Q54EH2|RPAB1_DICDI	23 kDa		2
Fumarylacetoacetate hydrolase domain-containing protein 1 homolog OS=Dictyostelium discoideum GN=fahd1 PE=3 SV=1	sp|Q86I22|FAHD1_DICDI	24 kDa		4
60S ribosomal protein L34 OS=Dictyostelium discoideum GN=rpl34 PE=3 SV=1	sp|Q54LV8|RL34_DICDI	14 kDa		0
Developmentally-regulated GTP-binding protein 2 homolog OS=Dictyostelium discoideum GN=drg2 PE=3 SV=1	sp|Q54WT4|DRG2_DICDI	41 kDa	TRUE	0
Enolase superfamily member DDB_G0284701 OS=Dictyostelium discoideum GN=DDB_G0284701 PE=3 SV=1	sp|P0CC06|Y4701_DICDI	50 kDa		3
Lactose operon repressor.	sp|P03023|LACI_ECOLI	39 kDa		0
Transmembrane emp24 domain-containing protein A OS=Dictyostelium discoideum GN=empA PE=3 SV=1	sp|Q769F9|TMEDA_DICDI	23 kDa		4
Maf-like protein DDB_G0281937 OS=Dictyostelium discoideum GN=DDB_G0281937 PE=3 SV=1	sp|Q54TC5|MAFL2_DICDI	22 kDa		2
Casein kinase II subunit alpha OS=Dictyostelium discoideum GN=casK PE=2 SV=1	sp|Q02720|CSK2A_DICDI	40 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186233 PE=4 SV=1	tr|Q54P12|Q54P12_DICDI	23 kDa		6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189429 PE=4 SV=1	tr|Q55GJ5|Q55GJ5_DICDI	42 kDa		6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188978 PE=1 SV=1	tr|Q54FU0|Q54FU0_DICDI	16 kDa		0
Oxysterol-binding protein 3 OS=Dictyostelium discoideum GN=osbC PE=3 SV=1	sp|Q55CR2|OSB3_DICDI	42 kDa		0
50S ribosomal protein L4.	sp|P60723|RL4_ECOLI	22 kDa		2
Serine/threonine-protein kinase pakC OS=Dictyostelium discoideum GN=pakC PE=1 SV=1	sp|Q55GV3|PAKC_DICDI	56 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186709 PE=4 SV=1	tr|Q54MM9|Q54MM9_DICDI	27 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189251 PE=4 SV=1	tr|Q54F41|Q54F41_DICDI	79 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216970 PE=4 SV=2	rtr|Q86KX8|Q86KX8_DICDI	210 kDa		0
"Ribosomal protein S2, mitochondrial OS=Dictyostelium discoideum GN=mrps2 PE=3 SV=1"	sp|Q9XPI7|RT02_DICDI	28 kDa	TRUE	2
AAA ATPase domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0289047 PE=3 SV=1	tr|Q54I27|Q54I27_DICDI	89 kDa	TRUE	0
Pre-mRNA-processing factor 19 homolog OS=Dictyostelium discoideum GN=prp19 PE=3 SV=1	sp|Q7KWK5|PRP19_DICDI	57 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190649 PE=4 SV=1	tr|Q55CV0|Q55CV0_DICDI	26 kDa		2
Sepiapterin reductase OS=Dictyostelium discoideum GN=sprA PE=1 SV=1	sp|Q54GP3|SPRE_DICDI	30 kDa		0
Glycosidase superfamily protein OS=Dictyostelium discoideum GN=DDB_0204691 PE=1 SV=1	tr|Q54X80|Q54X80_DICDI	58 kDa		3
Sumo-conjugating enzyme ubc9 OS=Dictyostelium discoideum GN=ubc9 PE=3 SV=1	sp|Q9NGP4|UBC9_DICDI	18 kDa		0
ADP-ribosylation factor-like protein 8 OS=Dictyostelium discoideum GN=arl8 PE=3 SV=1	sp|Q54R04|ARL8_DICDI	21 kDa		3
Probable eukaryotic translation initiation factor 6 OS=Dictyostelium discoideum GN=eif6 PE=3 SV=1	sp|Q551M2|IF6_DICDI	26 kDa		0
Myb domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0277033 PE=4 SV=1	tr|Q550R6|Q550R6_DICDI	136 kDa	TRUE	2
Pectin lyase-like family protein OS=Dictyostelium discoideum GN=DDB_0205366 PE=4 SV=1	tr|Q54YC0|Q54YC0_DICDI	63 kDa		2
Nucleolar protein 58 OS=Dictyostelium discoideum GN=nop58 PE=3 SV=1	sp|Q55FI4|NOP58_DICDI	72 kDa		3
Putative uncharacterized protein rsc43 OS=Dictyostelium discoideum GN=rsc43 PE=2 SV=1	tr|O15692|O15692_DICDI	28 kDa		0
Tetratricopeptide-like helical domain-containing protein OS=Dictyostelium discoideum GN=DDB_0167441 PE=4 SV=1	tr|Q869X1|Q869X1_DICDI	94 kDa	TRUE	0
Type A von Willebrand factor domain-containing protein OS=Dictyostelium discoideum GN=DDB_0205268 PE=1 SV=1	tr|Q54SU8|Q54SU8_DICDI	77 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202068 PE=4 SV=1	tr|Q55GV1|Q55GV1_DICDI	79 kDa		2
DNA-directed RNA polymerase beta' chain	sp|P0A8T7|RPOC_ECOLI	155 kDa		0
Phospholipase B-like protein F OS=Dictyostelium discoideum GN=plbF PE=3 SV=1	sp|Q554H5|PLBLF_DICDI	65 kDa		2
COP9 signalosome complex subunit 2 OS=Dictyostelium discoideum GN=csn2 PE=1 SV=1	sp|Q54HL6|CSN2_DICDI	52 kDa		0
Acetyl-coenzyme A synthetase OS=Dictyostelium discoideum GN=acsA PE=3 SV=1	sp|Q54Z60|ACSA_DICDI	76 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204670 PE=4 SV=1	tr|Q54TF2|Q54TF2_DICDI	89 kDa	TRUE	0
Trigger factor (TF).	sp|P0A850|TIG_ECOLI	48 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184474 PE=4 SV=1	tr|Q54CZ8|Q54CZ8_DICDI	27 kDa	TRUE	0
Rho-related protein racC OS=Dictyostelium discoideum GN=racC PE=1 SV=1	sp|P34149|RACC_DICDI	22 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183875 PE=4 SV=1	tr|Q54EP8|Q54EP8_DICDI	32 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217941 PE=4 SV=1	tr|Q54ZX6|Q54ZX6_DICDI	34 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0219436 PE=1 SV=1	tr|Q54HJ0|Q54HJ0_DICDI	15 kDa	TRUE	0
Protein phosphatase 2C OS=Dictyostelium discoideum GN=DDB_0205493 PE=3 SV=1	tr|Q54Y00|Q54Y00_DICDI	33 kDa		0
V-type proton ATPase subunit D OS=Dictyostelium discoideum GN=atp6v1d PE=1 SV=1	sp|Q86A77|VATD_DICDI	29 kDa		0
Eukaryotic translation initiation factor 3 subunit H OS=Dictyostelium discoideum GN=eif3h PE=3 SV=1	sp|Q54UD0|EIF3H_DICDI	37 kDa		3
Uncharacterized protein DDB_G0283843 OS=Dictyostelium discoideum GN=DDB_G0283843 PE=4 SV=1	sp|Q54QG4|Y1747_DICDI	21 kDa		3
Peroxisomal targeting signal 2 receptor OS=Dictyostelium discoideum GN=pex7 PE=3 SV=1	sp|Q54WA3|PEX7_DICDI	37 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206474 PE=4 SV=2	tr|Q54VL9|Q54VL9_DICDI	59 kDa		3
